ICBC	China
Shanghai Construction	China
Qatar Islamic Bank	Qatar
CJ Cheiljedang	South Korea
Turkish Airlines	Turkey
Thomson Reuters	Canada
Investor AB	Sweden
Adecco	Switzerland
Rockwell Automation	United States
Moody's	United States
Datang International Power	China
Accor	France
IndusInd Bank	India
Intact Financial	Canada
J Sainsbury	United Kingdom
Thai Beverage	Thailand
Yamaha Motor	Japan
Cintas	United States
Beijing Enterprises	Hong Kong
Gallagher	United States
Continental Resources	United States
Daito Trust Construction	Japan
China Shipbuilding Industry	China
Shin Kong Financial	Taiwan
BBMG	China
MediaTek	Taiwan
Onex	Canada
Tokyu	Japan
WellCare Health Plans	United States
Mitsubishi UFJ Lease	Japan
Celanese	United States
Hesteel	China
Interactive Brokers Group	United States
Sumitomo Metal Mining	Japan
Japan Exchange Group	Japan
Mohawk Industries	United States
Sojitz	Japan
Investec	United Kingdom
NetApp	United States
Yum China Holdings	China
Melrose Industries Plc	United Kingdom
Universal Health	United States
Gecina	France
Restaurant Brands International	Canada
Dexia	Belgium
Norwegian Cruise Line Holdings	United States
Sika	Switzerland
Zhejiang Zheneng Electric Power	China
Singapore Airlines	Singapore
Technipfmc	United Kingdom
BCI-Banco Credito	Chile
SDIC Power Holdings	China
Dassault Aviation	France
First Financial Holding	Taiwan
Barrick Gold	Canada
Shimizu	Japan
Vistra Energy	United States
Invesco	United States
Mosaic	United States
Oi	Brazil
Jiangsu Yanghe Brewery	China
Klepierre	France
SM Investments	Philippines
Harris	United States
Agilent Technologies	United States
Altice Europe	Netherlands
Joint Stock Commercial Bank for Foreign Trade of Vietnam	Vietnam
Kyushu Electric Power	Japan
Markel	United States
Welltower	United States
Twitter	United States
Kerry Group	Ireland
Angang Steel	China
Hoya	Japan
Illumina	United States
Mondi	United Kingdom
Steel Dynamics	United States
Bajaj Finserv	India
Boston Properties	United States
Insurance Australia Group	Australia
American Water Works	United States
Goodyear	United States
Banco de Sabadell	Spain
Knorr-Bremse	Germany
Annaly Capital Management	United States
Helvetia Holding	Switzerland
LG Display	South Korea
Harbin Bank	China
Alinma Bank	Saudi Arabia
Grupo Inbursa	Mexico
AGL Energy	Australia
E.Sun Financial	Taiwan
Paychex	United States
AerCap Holdings	Ireland
Rongsheng Petrochemical	China
Bunge	United States
Meiji Holdings	Japan
Bankinter	Spain
Westlake Chemical	United States
Grifols	Spain
KLA-Tencor	United States
Monster Beverage	United States
Darden Restaurants	United States
Ferrovial	Spain
Encana	Canada
Taiwan Cooperative Financial	Taiwan
Industries Qatar	Qatar
Clorox	United States
Lonza Group	Switzerland
Hankyu Hanshin Holdings	Japan
Ternium	Luxembourg
Tohoku Electric Power	Japan
BorgWarner	United States
Attijariwafa Bank	Morocco
Ulta Beauty	United States
CIFI Holdings Group	China
Samsung SDS	South Korea
Molina Healthcare	United States
Saudi Arabian Mining	Saudi Arabia
Interpublic Group	United States
Skanska	Sweden
Amcor	Australia
Guosen Securities	China
SGS	Switzerland
Tokyo Century	Japan
Evergy	United States
PVH	United States
Host Hotels & Resorts	United States
Saputo	Canada
Whirlpool	United States
TransDigm Group	United States
Kobe Steel	Japan
Voestalpine	Austria
Aramark	United States
China Galaxy Securities	China
China International Marine	China
CJ Corporation	South Korea
Jeronimo Martins	Portugal
Terna	Italy
PulteGroup	United States
China Development Financial	Taiwan
China Resources Power	Hong Kong
Bank Pekao	Poland
Covivio	France
Oriental Land	Japan
Xilinx	United States
Schroders	United States
Wynn Resorts	United States
Bank of Tianjin	China
GD Power Development	China
Equinix	United States
UBI Banca	Italy
Cosmo Energy Holdings	Japan
UCB	Belgium
3i Group	United Kingdom
Yara International	Norway
GAIL India	India
Givaudan	Switzerland
Hyundai Steel	South Korea
Inter Rao	Russia
Ferrari	Italy
Industrial Alliance Insurance	Canada
Vienna Insurance Group	Austria
Petronas Chemicals	Malaysia
Terumo	Japan
Newmont Mining	United States
Masco	United States
Ricoh	Japan
Top Frontier Investment Holdings	Philippines
Punjab National Bank	India
Edwards Lifesciences	United States
Pegatron	Taiwan
Indorama Ventures	Thailand
Bank Of Guiyang	China
S-Oil	South Korea
Arkema	France
Airports of Thailand	Thailand
NRG Energy	United States
Dassault Systemes	France
Experian	Ireland
US Steel	United States
Advanced Info Service	Thailand
Expeditors International	United States
Jiangsu Hengrui Medicine	China
Hess	United States
HAL Trust	Monaco
LG Household & Health Care	South Korea
Grasim Industries	India
Phoenix Group Holdings	United Kingdom
Assa Abloy	Sweden
Charoen Pokphand Foods	Thailand
Worldpay	United States
Yuanta Financial Holding	Taiwan
Concordia Financial Group	Japan
SKF Group	Sweden
Genworth Financial	United States
Bank of Baroda	India
Jiangxi Copper	China
Bank of Changsha	China
China Mengniu Dairy	Hong Kong
Grupo Elektra	Mexico
HCP	United States
Equity Residential	United States
Shionogi	Japan
Foshan Haitian Flavouring and Food	China
Quest Diagnostics	United States
Ayala	Philippines
China International Capital	China
Magnitogorsk Iron & Steel	Russia
Ashtead Group	United Kingdom
Bank Of Chengdu	China
Brown-Forman	United States
Hunan Valin Steel	China
Delta Electronics	Taiwan
East West Bancorp	United States
New Residential Investment	United States
Fastenal	United States
Power Finance	India
Henry Schein	United States
FleetCor Technologies	United States
Hexagon	Sweden
Dai Nippon Printing	Japan
Metro Group	Germany
Goodman Group	Australia
Torchmark	United States
Ctrip.com International	China
China Life Insurance (Taiwan)	Taiwan
McCormick	United States
Storebrand	Norway
HNA Technology	China
Apache	United States
Brenntag	Germany
RSA Insurance Group	United Kingdom
NVR	United States
Skyworks Solutions	United States
China International Travel Service	China
Johnson Matthey	United Kingdom
Hua Nan Financial	Taiwan
Huntington Ingalls Industries	United States
Unicharm	Japan
China Molybdenum	China
Yango Group	China
Wolters Kluwer	Netherlands
Hyundai Marine & Fire	South Korea
Umicore	Belgium
Waste Connections	Canada
Sino-Ocean Group Holding	China
AGNC Investment	United States
Signature Bank	United States
Cerner	United States
Huadian Power International	China
Power Assets Holdings	Hong Kong
Ahli United Bank	Bahrain
Qantas Airways	Australia
Ametek	United States
Cathay Pacific Airways	Hong Kong
LKQ	United States
LARGAN Precision	Taiwan
X5 Retail Group	Netherlands
Canara Bank	India
Digital Realty Trust	United States
Crown Holdings	United States
Doosan	South Korea
Valeant Pharmaceuticals	Canada
Transurban Group	Australia
Mitsui Chemicals	Japan
Maanshan Iron & Steel	China
Jacobs Engineering	United States
Partners Group Holding	Switzerland
AVIC Capita	China
Focus Media Information Technology	China
Koito Manufacturing	Japan
Check Point Software	Israel
Quinenco	Chile
Leidos	United States
Dover	United States
Grupo Bimbo	Mexico
Sino Biopharmaceutical	Hong Kong
Everest Re Group	Bermuda
Jinke Property Group	China
Bombardier	Canada
L Brands	United States
Wuestenrot & Wuerttembergische	Germany
DaVita	United States
Ventas	United States
Coca-Cola HBC	Switzerland
Tenet Healthcare	United States
Metro	Canada
Bluescope Steel	Australia
Hyundai Heavy Industries	South Korea
Techtronic Industries	Hong Kong
Fukuoka Financial Group	Japan
Tractor Supply	United States
National Oilwell Varco	United States
Shanxi Taigang Stainless	China
Shinsei Bank	Japan
Lotte Shopping	South Korea
Alrosa	Russia
Fidelity National Financial	United States
RTL Group	Luxembourg
Manpower	United States
Navient	United States
Banco BPM	Italy
Chow Tai Fook Jewellery	Hong Kong
Bank of India	India
Liberty Expedia Holdings	United States
Shenzhou International Group Holdings	Hong Kong
Bunzl	United Kingdom
US Foods	United States
Chugoku Electric Power	Japan
Contemporary Amperex Technology	China
Emera	Canada
KION Group	Germany
Daishi Hokuetsu Financial Group	Japan
RHB Bank	Malaysia
Nordstrom	United States
Yamato Holdings	Japan
Chesapeake Energy	United States
NARI Technology Development	China
Santos	Australia
Eisai	Japan
Electric Power Development	Japan
Targa Resources	United States
Keppel	Singapore
Advance Auto Parts	United States
Bank of Chongqing	China
Popular	United States
Zhongsheng Group Holdings	China
IHS Markit	United Kingdom
Campbell Soup	United States
Microchip Technology	United States
Coloplast	Denmark
STRABAG	Austria
Chiba Bank	Japan
Colruyt	Belgium
Brambles	Australia
Hydro One	Canada
Verisk Analytics	United States
Oji Holdings	Japan
Greentown China Holdings	China
Magnit	Russia
Osaka Gas	Japan
Segro	United Kingdom
Alleghany	United States
Olam International	Singapore
Bohai Leasing	China
Jones Lang LaSalle	United States
Smith & Nephew	United Kingdom
J.B. Hunt Transport Services	United States
Medipal Holdings	Japan
360 Security Technology	China
Coty	United States
VeriSign	United States
St. James's Place	United Kingdom
Barratt Developments	United Kingdom
BPER Banca	Italy
Maxim Integrated Products	United States
Meritz Financial Group	South Korea
Red Eléctrica	Spain
NEXON	Japan
Packaging Corp of America	United States
Shanghai International Airport	China
Materials Industry Zhongda Group	China
Hainan Airlines	China
Cincinnati Financial	United States
Garmin	Switzerland
Canadian Tire	Canada
Nine Dragons Paper Holdings	Hong Kong
Nippon Yusen	Japan
Kintetsu	Japan
Verbund	Austria
Anta Sports Products	China
IAC/InterActiveCorp	United States
Global Payments	United States
Penske Automotive	United States
Showa Denko	Japan
Shizuoka Bank	Japan
Persimmon	United Kingdom
Alfresa Holdings	Japan
Live Nation Entertainment	United States
XPO Logistics	United States
Lixil Group	Japan
Bank of Zhengzhou	China
OMRON	Japan
DCC	Ireland
Sun Art Retail Group	Hong Kong
Beijing Capital Development	China
Advanced Micro Devices	United States
Nitori Holdings	Japan
Arca Continental	Mexico
Masraf Al Rayan	Qatar
BNK Financial Group	South Korea
Assurant	United States
NASDAQ	United States
Bawag Group	Austria
Shanghai Commercial & Savings Bank	Taiwan
Iida Group Holdings	Japan
Mirae Asset Daewoo	South Korea
Far East Horizon	Hong Kong
CSN	Brazil
Bank Of Gansu	China
People's United Financial	United States
E-mart	South Korea
Kerry Properties	Hong Kong
ENN Energy Holdings	China
Next	United Kingdom
Tech Data	United States
Wm Morrison Supermarkets	United Kingdom
Hong Leong Financial	Malaysia
Arab Bank	Jordan
Sekisui Chemical	Japan
Korea Investment Holdings	South Korea
Flex	Singapore
Naver	South Korea
Orient Securities	China
Union Bank of India	India
Korean Air	South Korea
Mebuki Financial Group	Japan
Gudang Garam	Indonesia
American Equity Investment	United States
Spirit AeroSystems	United States
Ooredoo Q.P.S.C	Qatar
Yonghui Superstores	China
Chongqing Rural Bank	China
First Horizon National	United States
Electrolux Group	Sweden
Synopsys	United States
Mitsubishi Materials	Japan
Church & Dwight	United States
Xylem	United States
Total System Services	United States
China Merchants Port Holdings	Hong Kong
Tapestry	United States
Compal Electronics	Taiwan
Red Hat	United States
Proximus	Belgium
Waters	United States
Sistema	Russia
Mashreq Bank	United Arab Emirates
Pinnacle West	United States
Vornado Realty	United States
Xiamen International Trade Group	China
Reliance Steel	United States
Abu Dhabi Islamic Bank	United Arab Emirates
AECOM Technology	United States
Bank Audi	Lebanon
Kawasaki Heavy Industries	Japan
Toppan Printing	Japan
Boliden	Sweden
Cielo	Brazil
Lululemon Athletica	Canada
Empresas CMPC	Chile
Nitto Denko	Japan
Huntsman	United States
Antofagasta	United Kingdom
Beijing Shougang	China
B3	Brazil
Realty Income	United States
Bandai Namco Holdings	Japan
Xinyu Iron & Steel	China
Alliant Energy	United States
Sinotruk Hong Kong	China
Geberit	Switzerland
KT&G	South Korea
Spotify Technology	Luxembourg
Yandex NV	Netherlands
Alexion Pharmaceuticals	United States
Micro Focus International	United Kingdom
Mitsui OSK Lines	Japan
Cattolica Assicurazioni	Italy
Hyundai Engineering	South Korea
Chang Hwa Bank	Taiwan
China Communications Services	China
Bajaj Auto	India
Kingfisher	United Kingdom
CIT Group	United States
Nippon Express	Japan
Dexus	Australia
El Puerto de Liverpool	Mexico
Israel Discount Bank	Israel
Maroc Telecom	Morocco
MSCI	United States
Mettler-Toledo International	United States
Taishin Financial Holdings	Taiwan
Xerox	United States
Western Union	United States
Hang Lung Group	Hong Kong
SEB SA	France
Cencosud	Chile
ICA Gruppen	Sweden
Jyske Bank	Denmark
KPN	Netherlands
Ceconomy	Germany
Halyk Bank	Kazakhstan
Kaisa Group Holdings	China
Jiangxi Bank	China
Finatis	France
Zhongyuan Bank	China
Banca MPS	Italy
Lindt & Sprungli	Switzerland
Dangote Cement	Nigeria
Epiroc	Sweden
Jefferies Financial	United States
Caesars Entertainment	United States
Chemours	United States
Blom Bank	Lebanon
Daelim Industrial	South Korea
HELLA	Germany
Haseko	Japan
ON Semiconductor Corp.	United States
AMP	Australia
Jabil Circuit	United States
Noble Energy	United States
Tech Mahindra	India
World Fuel Services	United States
AutoNation	United States
CPFL Energia	Brazil
KWG Group Holdings	Hong Kong
GS Engineering	South Korea
Pearson	Japan
Starwood Property Trust	United States
General Insurance Corporation Of India	India
Hokuhoku Financial Group	Japan
Taylor Wimpey	United Kingdom
Community Health Systems	United States
SG Holdings	Japan
Vulcan Materials	United States
Samsung Electro-Mechanics	South Korea
Guangzhou Baiyunshan Pharmaceutical Holdings	China
News Corp	United States
Tahoe Group	China
Qingdao Rural Commercial Bank	China
SBI Holdings	Japan
Almarai	Saudi Arabia
Frontier Communications	United States
New York Community Bancorp	United States
Xiamen Xiangyu	China
UGI	United States
Mowi ASA	Norway
MTU Aero Engines AG	Germany
NiSource	United States
LEG Immobilien AG	Germany
Hopson Development Holdings	Hong Kong
ServiceNow	United States
IHI	Japan
Workday	United States
Alcoa	United States
Old Dominion Freight Line	United States
Air Canada	Canada
Wistron	Taiwan
Citrix Systems	United States
Tiffany & Co.	United States
EMS-Chemie Holding	Switzerland
Banco Comercial Portugues	Portugal
Avery Dennison	United States
Hertz Global Holdings	United States
First Quantum Minerals	Canada
Symantec	United States
Times Property Holdings	China
Nishi-nippon Financial Holdings	Japan
Kyushu Financial Group	Japan
China Resources Gas Group	Hong Kong
Pan Pacific International Holdings	Japan
Yamaguchi Financial	Japan
NSK	Japan
Hachijuni Bank	Japan
Ajinomoto	Japan
Olympus	Japan
Kansas City Southern	United States
Gjensidige Forsikring	Norway
Renesas Electronics	Japan
Caltex Australia	Australia
Luzhou Lao Jiao	China
Match Group	United States
SS&C Technologies	United States
Autodesk	United States
Sun Pharma Industries	India
North Pacific Bank	Japan
Uniqa	Austria
Pirelli	Italy
Alexandria Real Estate Equities	United States
Banco Davivienda	Colombia
Csc Financial	China
PBF Energy	United States
Luxshare Precision Industry	China
Minebea	Japan
Rajesh Exports	India
Bank of Kyoto	Japan
Align Technology	United States
PGE Polska Grupa Energetyczna	Poland
Hiroshima Bank	Japan
Zhejiang Longsheng Group	China
Fastighets Balder	Sweden
INTL FCStone	United States
Latam Airlines	Chile
BOK Financial	United States
Quilter	United Kingdom
Essex Property Trust	United States
Cullen/Frost Bankers	United States
Guangdong Investment	Hong Kong
China Resources Cement Holdings	Hong Kong
Shimano	Japan
Ares Capital	United States
77 Bank	Japan
Kangmei Pharmaceutical	China
Banque Cantonale Vaudoise	Switzerland
Chugoku Bank	Japan
Tosoh	Japan
Ultrapar Participacoes	Brazil
LG Uplus	South Korea
Metropolitan Bank & Trust	Philippines
Newell Brands	United States
Chongqing Changan Auto	China
Petro Rabigh	Saudi Arabia
Tingyi Holding	China
SLM	United States
National Bank of Greece	Greece
Merlin Properties SOCIMI S.A	Spain
SYNNEX	United States
Copart	United States
Gunma Bank	Japan
Bank Muscat	Oman
Toll Brothers	United States
Acciona	Spain
GPT Group	Australia
Shenzhen Mindray Bio-Medical Electronics	China
Mr. Cooper Group	United States
Burlington Stores,	United States
Piraeus Bank	Greece
Yunnan Baiyao Group	China
Companhia Brasileira de Distribuicao	Brazil
Erdemir	Turkey
Avis Budget Group	United States
Frasers Property Limited	Singapore
Whitbread	United Kingdom
Invitation Homes	United States
Alpha Bank	Greece
Hyundai Glovis	South Korea
Novozymes	Denmark
Mizrahi Tefahot Bank	Israel
Wärtsilä	Finland
Foot Locker	United States
Alaska Air Group	United States
Square	United States
Iyo Bank	Japan
Nippon Steel Trading	Japan
China Longyuan Power	China
Eurobank Ergasias	Greece
Ralph Lauren	United States
Deutsche Pfandbriefbank	Germany
Safaricom	Kenya
New Hope Liuhe	China
Unicaja Banco	Spain
Rite Aid	United States
Far Eastern New Century	Taiwan
Industrivarden	Sweden
W.P. Carey	United States
Steel Authority of India	India
Everbright Securities	China
Wayfair	United States
Jiangsu Zhongnan Construction Group	China
Mercuries & Associates	Taiwan
Snap-on	United States
Liuzhou Iron & Steel	China
Suzuken	Japan
China Aviation Oil	Singapore
China National Chemical	China
Nielsen	United States
Sterling Bancorp	United States
Pinduoduo	China
DGB Financial Group	South Korea
Commercial Bank of Qatar	Qatar
Avnet	United States
Viva Energy Group	Australia
Kingboard Holdings	Hong Kong
Moscow Exchange	Russia
Adani Ports & Special Economic Zone	India
Great Eagle Holdings	Hong Kong
Cabot Oil & Gas	United States
BayWa	Germany
Juroku Bank	Japan
Synovus Financial	United States
Hyakugo Bank	Japan
Fluor	United States
Cybg	United Kingdom
FinecoBank	Italy
Commercial Bank For Investment & Development Of Vietnam	Vietnam
Empire	Canada
Hakuhodo DY Holdings	Japan
Rexel	France
JG Summit Holdings	Philippines
Inner Mongolia Yitai Coal	China
Hengan International Group	China
ResMed	United States
Wendel	France
Fuyao Glass Industry Group	China
Seiko Epson	Japan
Shiga Bank	Japan
Banco de Chile	Chile
Banca Mediolanum	Italy
Hanwa	Japan
Atmos Energy	United States
IDBI Bank	India
Arista Networks	United States
Burelle	France
Martin Marietta Materials	United States
Metalurgica Gerdau	Brazil
Atlassian	United Kingdom
Shopify	Canada
Performance Food Group	United States
Toho Bank	Japan
First Citizens Bank	United States
Taiwan Business Bank	Taiwan
WPG Holdings	Taiwan
Advanz Pharma	Canada
Tokyu Fudosan	Japan
First Pacific	Hong Kong
Ogaki Kyoritsu Bank	Japan
Vingroup	Vietnam
Ansys	United States
SinoPac Financial	Taiwan
San-In Godo Bank	Japan
Wirecard	Germany
Nanto Bank	Japan
Universal Entertainment	Japan
Mirvac Group	Australia
Grupo Bolivar	Colombia
Constellation Software	Canada
Albemarle	United States
Bank of Xi'an	China
Adient	Ireland
Zain	Kuwait
IDEXX Laboratories	United States
Sansteel Minguang	China
RMB Holdings	South Africa
Bendigo & Adelaide Bank	Australia
Aozora Bank	Japan
Red Star Macalline Group	China
Central Bank of India	India
Founder Securities	China
Vietin Bank	Vietnam
Senshu Ikeda Holdings	Japan
Syndicate Bank	India
Celltrion	South Korea
Inventec	Taiwan
Orient	Japan
Credito Emiliano	Italy
SDIC Capital	China
Indiabulls Housing Finance	India
Tokyo Kiraboshi Financial Group	Japan
Aareal Bank	Germany
Sembcorp Industries	Singapore
China Zhongwang Holdings	China
PacWest Bancorp	United States
Palo Alto Networks	United States
NH Investment & Securities	South Korea
SBA Communications	United States
Hyatt Hotels	United States
Tenneco	United States
Core-Mark Holding	United States
Vodafone Idea	India
MercadoLibre	Argentina
Adyen	Netherlands
Hanesbrands	United States
Longi Green Energy Technology	China
Barry Callebaut	Switzerland
Axiata Group	Malaysia
Banca Popolare di Sondrio	Italy
Liberty Broadband	United States
Suzano Papel e Celulose	Brazil
China Oriental Group	Hong Kong
Sinotrans Ltd.	China
Berry Global Group	United States
President Chain Store	Taiwan
Juniper Networks	United States
Canadian Utilities	Canada
CSPC Pharmaceutical Group	Hong Kong
Broadridge Financial	United States
Chipotle Mexican Grill	United States
Navistar International	United States
Bank of Qingdao	China
China Railway Signal & Communication	China
Liberbank	Spain
Nuernberger Beteiligungs	Germany
Sofina	Belgium
Yes Bank	India
Muyuan Foodstuff	China
Bank of Jiujiang	China
China Development Bank Financial Leasing	China
United Utilities	United Kingdom
JTEKT	Japan
Keiyo Bank	Japan
Basler Kantonalbank	Switzerland
Japan Securities	Japan
Commercial International Bank	Egypt
Alfa Laval	Sweden
China Merchants Expressway Network & Technology Holdings	China
Hyakujushi Bank	Japan
Commerce Bank	United States
Dali Foods Group	China
Financial Street Holdings	China
Hokkoku Bank	Japan
Asian Paints	India
Haidilao International Holding	China
Old Republic International	United States
Oshkosh	United States
Cemig	Brazil
Credit Bank of Moscow	Russia
Fangda Carbon New Material	China
Yamada Denki	Japan
Hengyi Petrochemical Co., Ltd.	China
Xinhu Zhongbao	China
Jaccs	Japan
Zalando	Germany
Informa plc	United Kingdom
Garrett Motion	Switzerland
Medical Properties Trust	United States
Nanya Technology	Taiwan
Sydney Airport	Australia
Kiyo Bank	Japan
International Flavors & Fragrances	United States
JB Financial Group	South Korea
Smurfit Kappa Group	Ireland
Fraport	Germany
Piramal Enterprises	India
Banque Centrale Populaire	Morocco
FMC	United States
Konica Minolta Business Solutions	Japan
Sonova Holding	Switzerland
F.N.B.	United States
Fibra Uno	Mexico
Lotte	South Korea
Musashino Bank	Japan
Migdal Insurance	Israel
Chimera Investment	United States
Sabesp	Brazil
Shanghai Ganglian E-Commerce Holdings	China
EFG International	Switzerland
Cleveland-cliffs	United States
Saudi Arabian Fertilizers	Saudi Arabia
Splunk	United States
Lendlease Group	Australia
Murphy USA	United States
Yageo Corporation	Taiwan
Bureau Veritas	France
Saipem	Italy
United Natural Foods,	United States
Luzerner Kantonalbank	Switzerland
AU Optronics	Taiwan
Marks & Spencer	United Kingdom
Dixons Carphone	United Kingdom
Shoprite Holdings	South Africa
Unisplendour	China
Veeva Systems	United States
Allahabad Bank	India
Credit Acceptance	United States
BBVA Banco Continental	Peru
Indian Bank	India
China Agri-Industries	Hong Kong
Owens Corning	United States
LiveRamp Holdings	United States
Royal Mail	United Kingdom
Cadence Design	United States
Makita	Japan
Nanjing Iron & Steel	China
United Aircraft	Russia
Extra Space Storage	United States
Ipsen	France
Zebra Technologies	United States
H Lundbeck	Denmark
Andhra Bank	India
Bank of Queensland	Australia
Air Lease	United States
Ronshine China Holdings	China
AmBank Group	Malaysia
Prysmian	Italy
VEON	Netherlands
San ju San Financial Group	Japan
Zhejiang Chint Electrics	China
Autoliv	Sweden
Sensata Technologies Holding	United Kingdom
CoStar Group	United States
EasyJet	United Kingdom
Sears Holdings	United States
Western Alliance Bancorp.	United States
Meritz Securities	South Korea
Cimarex Energy	United States
VICI Properties	United States
FIBI Holdings	Israel
Oriental Bank of Commerce	India
BJ's Wholesale Club	United States
Bank of Nagoya	Japan
Grupo De Inversiones Suramericana	Colombia
CPI Property Group.	Luxembourg
IBERIABANK	United States
Sino Land	Hong Kong
China Petroleum Engineering	China
Nomura Research Institute	Japan
Nippon Paint	Japan
Thomas Cook Group	United Kingdom
Tomony Holdings	Japan
Isetan Mitsukoshi Holdings	Japan
Toyota Boshoku	Japan
Want Want China	China
F5 Networks	United States
Innolux	Taiwan
Vipshop Holdings	China
Keysight Technologies	United States
iQIYI	China
Tongling Nonferrous Metals	China
Laurentian Bank	Canada
Ramsay Health Care	Australia
Hero Motocorp	India
Samsung Securities	South Korea
SK Networks	South Korea
Yuexiu Property Co.	Hong Kong
Synnex Technology Intl	Taiwan
Li & Fung	Hong Kong
Jointown Pharmaceutical Group	China
Kuwait Projects	Kuwait
Land Securities Group	United Kingdom
Lyft	United States
Corporation Bank	India
Sunny Optical Technology Group	China
Delek Group	Israel
Sichuan Changhong Electric	China
Wintrust Financial	United States
Indian Overseas Bank	India
RusHydro	Russia
AAC Technologies Holdings	China
Associated Banc-Corp	United States
Burberry Group	United Kingdom
Catcher Technology	Taiwan
Zenith Bank	Nigeria
Grupo Carso	Mexico
Marvell Technology Group	Bermuda
St. Galler Kantonalbank	Switzerland
Lundbergs	Sweden
Sumec Corporation	China
Berkeley Group Holdings	United Kingdom
Inchcape	United Kingdom
Asustek Computer	Taiwan
Digital China Group	China
ISS	Denmark
AVIC International Holdings	China
Goldcorp	Canada
Booz Allen Hamilton Holding	United States
Drilling Company of 1972	Denmark
Canadian Apartment Properties Real Estate Investment Trust	Canada
Kesko	Finland
Securitas	Sweden
Bid	South Africa
Lanxess	Germany
Nippon Paper Industries	Japan
CBOE Global Markets	United States
Saras	Italy
Daily Mail & General Trust	United Kingdom
Mitsubishi Gas Chemical Company,	Japan
Thanachart Capital	Thailand
Korea Zinc	South Korea
Bank OZK	United States
Grupa LOTOS	Poland
Snap	United States
Taiwan Cement	Taiwan
TP ICAP	United Kingdom
IDEX	United States
Thai Oil	Thailand
Bed Bath & Beyond	United States
Incyte	United States
Fuyo General Lease	Japan
JC Penney	United States